study,binge_location,binge_date,subject_id,treatment,sex,early_death,weight_day1,weight_day2,weight_day3,weight_day4,mean_intox,dose_day1,dose_day2,dose_day3,dose_day4,mean_withdrawal,peak_withdrawal,mean_bec,beh_1_1,beh_1_2,beh_1_3,beh_2_1,beh_2_2,beh_2_3,beh_3_1,beh_3_2,beh_3_3,beh_4_1,beh_4_2,beh_4_3,with_10,with_11,with_12,with_13,with_14,with_15,with_16,with_17,with_18,with_19,with_20,with_21,with_22,with_23,with_24,with_25,with_26,
srtx3,texas,7/1/21,22,ethanol,female,no,245,230,222,219,1.75,12,10,8,9,0.176470588,1,247.85,0,1,2,3,2,0,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,
srtx3,texas,7/1/21,23,ethanol,female,no,236,224,222,224,1.33,13,10,10,11,0,0,360.5,0,1,1,3,2,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
srtx3,texas,7/1/21,24,ethanol,female,no,256,237,231,235,1.67,13,7,8,12,0.294117647,3,507.5,0,1,1,4,3,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,
srtx3,texas,7/1/21,25,control,male,no,364,,347,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,26,control,male,no,355,,329,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,27,control,male,no,359,,340,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,28,control,male,no,366,,340,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,29,control,male,no,350,,323,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,30,control,male,no,361,,338,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,31,control,male,no,360,,335,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,32,control,male,no,380,,353,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,33,control,female,yes,281,,256,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,34,control,female,yes,253,,234,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,35,control,female,no,252,,226,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,36,control,female,no,237,,225,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,37,control,female,no,228,,217,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,38,control,female,no,232,,219,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,39,control,female,no,233,,220,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,40,control,female,no,235,,220,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,41,control,female,no,262,,244,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,42,control,female,no,258,,241,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,43,control,female,no,247,,228,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,44,control,female,no,265,,244,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,45,control,female,no,219,,208,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,46,control,female,no,246,,231,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,47,control,female,no,263,,241,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,48,control,female,no,253,,237,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,49,ubc,male,no,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,50,ubc,male,no,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,51,ubc,male,no,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,52,ubc,male,no,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,53,ubc,female,no,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,54,ubc,female,no,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,55,ubc,female,no,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,56,ubc,female,no,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,57,ubc,female,no,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,58,ubc,female,no,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,59,ubc,female,no,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srtx3,texas,7/1/21,60,ubc,female,no,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,1,ethanol,male,no,410,388,361,352,1.92,14,6,8,9,0.2,3.4,397.8,0,0,1,3,3,3,3,3,1,3,2,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,2,ethanol,male,no,450,428,419,403,1.58,13,11,7,10,0.894117647,3,383.6,0,0,2,3,1,0,3,3,2,2,2,1,3,0,1,0,2,1,1.6,0,2.6,2,1,0,1,0,0,0,0,
big,texas,5/1/23,3,ethanol,male,no,434,393,390,380,1.5,12,9,10,11,0.117647059,1,123.9,0,0,3,3,2,1,1,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,4,ethanol,male,no,460,435,410,400,1.83,13,8,7,10,0.6,3,422.1,0,0,2,3,3,1,4,3,1,2,2,1,0,2.4,0,0,3,2.4,0,0,0,0,2.4,0,0,0,0,0,0,
big,texas,5/1/23,5,ethanol,male,no,450,420,424,413,1.17,14,11,11,10,0,0,289.1,0,0,1,2,2,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,6,ethanol,male,no,435,423,396,284,1.67,14,8,7,11,0.294117647,3,484.7,0,0,1,3,3,1,3,3,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,
big,texas,5/1/23,7,ethanol,male,no,447,418,397,379,2.1,10,11,6,10,0.058823529,1,486.1,0,0,5,3,2,1,4,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
big,texas,5/1/23,8,ethanol,male,no,350,335,325,323,1.58,15,9,9,8,0,0,255.95,0,0,0,2,3,1,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,9,ethanol,male,no,458,430,421,409,1.67,12,11,7,10,0.082352941,1.4,398.6,0,0,3,2,2,0,3,3,2,1,3,1,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,
big,texas,5/1/23,10,ethanol,male,no,483,472,455,451,1.33,15,11,8,10,0.6,3,344.95,0,0,0,2,1,1,3,2,2,2,3,0,0,3,0,2.4,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,
big,texas,5/1/23,11,ethanol,male,no,400,375,350,343,2.08,13,3,9,10,0.588235294,3,417.7,0,0,2,4,4,4,2,2,2,3,2,0,3,0,0,2.6,0,0,0,0,0,0,2.4,1,1,0,0,0,0,
big,texas,5/1/23,12,ethanol,male,no,450,431,420,401,1.5,14,11,8,9,0.482352941,3.8,438.5,0,0,1,2,2,0,4,2,1,3,2,1,0,0,0,0,0,0,1,0,0,0,3.8,2.4,0,0,0,1,0,
big,texas,5/1/23,13,ethanol,male,no,420,407,390,379,1.42,15,11,9,8,0.258823529,2.4,236.8,0,0,0,1,1,2,2,2,2,1,3,3,0,0,2.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
big,texas,5/1/23,14,ethanol,male,no,407,390,380,370,1.92,14,8,7,8,1.141176471,3,484.25,0,0,1,3,3,1,3,3,2,3,3,1,2.6,3,3,2.6,2.2,3,3,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,15,ethanol,female,no,195,190,190,181,1,15,11,10,12,0.235294118,3,223.65,0,0,0,1,2,1,2,1,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,
big,texas,5/1/23,16,ethanol,female,no,230,218,207,201,1.67,15,8,7,10,0.623529412,3,440.2,0,0,0,3,3,1,3,3,2,2,2,1,2.6,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,
big,texas,5/1/23,17,ethanol,female,no,212,196,189,187,1.25,14,9,11,11,0.352941176,3,333.1,0,0,1,3,2,1,2,1,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,
big,texas,5/1/23,18,ethanol,female,no,203,190,182,182,1.67,12,8,9,11,0.058823529,1,344.05,0,0,3,3,3,1,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
big,texas,5/1/23,19,ethanol,female,no,205,209,209,207,0.58,15,13,12,13,0.176470588,1,164,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
big,texas,5/1/23,20,ethanol,female,no,238,227,230,227,0.83,15,13,12,10,0.058823529,1,295.65,0,0,0,1,1,0,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,21,ethanol,female,no,227,218,202,194,2,14,6,7,9,0.058823529,1,396.7,0,0,1,3,3,3,3,2,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,22,ethanol,female,no,211,204,194,198,1.25,15,10,9,11,0.058823529,1,383.85,0,0,0,2,2,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
big,texas,5/1/23,23,ethanol,female,no,211,197,195,180,1.75,14,7,8,10,0.176470588,3,380.05,0,0,1,3,3,2,3,2,2,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,24,ethanol,female,no,215,209,204,206,1,15,11,9,13,0.058823529,1,360,0,0,0,1,2,1,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,25,ethanol,female,no,220,221,215,220,0.83,15,13,11,11,0,0,306.4,0,0,0,1,1,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
big,texas,5/1/23,26,ethanol,female,no,211,212,206,198,1.5,15,13,7,7,0.2,2.4,446.25,0,0,0,1,0,1,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,
big,texas,5/1/23,27,ethanol,female,no,220,205,198,193,1.8,14,11,7,9,0.058823529,1,510.75,0,0,1,3,2,1,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
big,texas,5/1/23,28,ethanol,female,no,235,230,219,211,1.25,15,9,9,12,0.058823529,1,398.35,0,0,0,2,1,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
big,texas,5/1/23,29,control,male,no,465,440,423,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,30,control,male,no,395,376,360,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,31,control,male,no,435,420,406,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,32,control,male,yes,420,391,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,33,control,male,yes,425,420,402,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,34,control,male,no,445,429,400,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,35,control,male,no,450,426,411,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,36,control,male,yes,410,400,383,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,37,control,male,no,450,435,422,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,38,control,male,no,380,371,356,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,39,control,male,no,420,410,390,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,40,control,male,no,420,408,387,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,41,control,female,no,236,232,220,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,42,control,female,yes,236,224,217,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,43,control,female,no,203,195,186,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,44,control,female,no,204,195,190,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,45,control,female,no,240,225,215,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,46,control,female,no,214,199,190,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,47,control,female,no,215,203,215,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,48,control,female,no,225,216,190,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,49,control,female,no,194,190,185,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,50,control,female,no,211,195,190,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,51,control,female,no,215,208,199,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big,texas,5/1/23,52,control,female,no,200,189,180,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,1,ethanol,female,no,238,233,223,216,1.5,14,10,9,9,1.2625,3.6,362.85,0,1,0,1,2,2,2,3,1,2,2,2,0,2.4,2.4,2.4,2.4,3.6,3.6,3.4,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,2,ethanol,female,no,236,226,228,231,0.916666667,14,12,12,11,0.226666667,2.4,311.3,0,1,0,1,1,1,1,1,1,1,2,1,0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,3,ethanol,female,no,205,201,200,197,1,13,12,12,11,0,0,265.65,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,4,ethanol,female,no,237,217,205,205,1.416666667,14,9,10,10,0.36,2.2,373.35,0,0,1,3,2,1,2,2,1,1,2,2,0,1,0,2.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,5,ethanol,female,no,216,204,194,196,1.166666667,14,9,12,11,0.453333333,2.4,292.85,0,1,0,3,1,2,2,0,1,2,1,1,1,2.4,0,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,6,ethanol,female,no,228,226,223,225,0.916666667,14,11,12,12,0.169230769,2.2,318.6,0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,7,ethanol,female,no,221,214,208,202,1.333333333,15,10,8,11,1.825,3,433.5,0,0,0,2,1,2,2,3,2,1,2,1,0,2.4,2.4,3,2.4,1,3,3,3,3,3,3,0,0,0,0,0,
afg,texas,3/1/20,8,ethanol,female,no,214,198,187,179,1.5,13,7,11,11,1.047058824,3.8,491.25,0,1,1,1,4,3,0,2,2,1,2,1,3,3.8,3.2,2.4,2.4,0,0,0,0,0,0,3,0,0,0,0,0,
afg,texas,3/1/20,9,ethanol,female,no,220,214,213,213,1.166666667,14,12,10,10,0,0,311.65,0,0,1,1,1,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,10,ethanol,female,no,226,220,214,209,1.75,13,8,8,10,0.338461538,3.4,389.4,0,0,2,2,3,2,2,3,2,1,2,2,0,0,0,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,11,ethanol,female,no,235,230,221,212,1.416666667,14,10,9,10,0.226666667,2.4,440,0,0,1,1,2,2,1,3,2,2,1,2,0,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,12,ethanol,female,no,225,214,201,196,1.583333333,14,9,8,10,1.4375,3,473,0,1,0,1,1,4,3,2,2,1,2,2,2.2,2.4,2.4,0,2.6,0,0,3,2.4,3,2.6,2.4,0,0,0,0,0,
afg,texas,3/1/20,13,ethanol,female,no,215,206,197,195,1.666666667,11,9,9,11,0.2,2.6,376.75,0,1,3,3,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,14,ethanol,female,no,226,207,196,191,1.083333333,15,11,9,12,0.8,3,304,0,0,0,1,1,2,3,2,1,1,1,1,0,0,0,0,0,0,2.4,0,0,2.4,2.6,3,0,0,0,0,0,
afg,texas,3/1/20,15,ethanol,female,no,209,201,195,196,1.083333333,15,11,10,11,0,0,348.4,0,0,0,2,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
afg,texas,3/1/20,16,ethanol,female,no,214,210,204,202,1.25,14,9,10,12,0.076923077,1,341.7,0,0,1,1,2,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
afg,texas,3/1/20,17,ethanol,female,no,232,244,244,244,0.833333333,14,14,11,11,0.428571429,3,313.9,0,1,0,0,0,1,2,1,1,1,2,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
afg,texas,3/1/20,18,ethanol,female,no,244,217,213,213,1.583333333,13,8,10,10,1.346666667,3.8,404.75,0,0,2,2,3,2,1,2,2,1,1,3,0,1,1,0,2.4,2.4,3.8,2.4,2.4,2.4,2.4,0,0,0,0,0,0,
afg,texas,3/1/20,19,control,female,no,224,203,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,20,control,female,no,219,208,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,21,control,female,no,221,214,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,22,control,female,no,210,219,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,23,control,female,no,225,213,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,24,control,female,no,209,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,25,control,female,no,238,234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,26,control,female,no,232,226,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,27,control,female,no,226,229,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,28,control,female,no,229,217,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,29,control,female,no,241,209,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,30,control,female,no,222,225,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,31,control,female,no,228,235,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,32,control,female,no,221,223,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,33,control,female,no,227,215,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,34,control,female,no,226,212,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,35,ubc,female,no,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,36,ubc,female,no,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,37,ubc,female,no,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,38,ubc,female,no,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,39,ubc,female,no,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afg,texas,3/1/20,40,ubc,female,no,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,1,ethanol,female,no,236,216,204,198,1.83,14,6,9,9,1.88,3.4,447.5,0,0,1,3,3,3,2,2,2,2,2,2,3,,,,0,,,,3,,,,3.4,,,,0,
mwmtx1,texas,3/1/24,2,ethanol,female,no,233,215,211,204,1.33,15,11,8,10,0.8,3,434.2,0,0,0,1,2,1,3,2,2,2,2,1,3,,,,0,,,,0,,,,1,,,,0,
mwmtx1,texas,3/1/24,3,ethanol,female,no,231,207,199,190,1.75,13,10,8,8,3,3,421.2,0,0,2,2,2,1,3,2,2,3,2,2,3,,,,3,,,,3,,,,3,,,,3,
mwmtx1,texas,3/1/24,4,ethanol,female,no,274,253,244,243,1,15,10,11,12,1.2,3,282.1,0,0,0,2,2,1,2,1,1,1,1,1,0,,,,0,,,,3,,,,3,,,,0,
mwmtx1,texas,3/1/24,5,ethanol,female,no,260,243,232,220,2,14,6,8,8,1.2,3,437.3,0,0,1,3,3,3,3,3,1,2,2,3,0,,,,0,,,,3,,,,3,,,,0,
mwmtx1,texas,3/1/24,6,ethanol,female,no,286,271,255,242,2.08,12,9,8,6,2.88,3,365.3,0,0,3,2,2,2,3,3,1,3,3,3,3,,,,3,,,,3,,,,3,,,,2.4,
mwmtx1,texas,3/1/24,7,ethanol,female,no,285,270,253,247,1.67,14,10,7,9,0.68,2.4,420.2,0,0,1,2,2,1,3,3,2,2,2,2,0,,,,0,,,,1,,,,2.4,,,,0,
mwmtx1,texas,3/1/24,8,ethanol,female,no,280,270,264,251,1.75,15,10,4,10,1.32,3,497.8,0,0,0,1,2,2,4,4,3,2,2,1,2.6,,,,0,,,,1,,,,3,,,,0,
mwmtx1,texas,3/1/24,9,ethanol,female,no,225,210,201,198,1.17,15,11,12,8,2.12,3,333.2,0,0,0,0,3,1,1,1,1,1,2,4,3,,,,3,,,,3,,,,1.6,,,,0,
mwmtx1,texas,3/1/24,10,ethanol,female,no,233,225,211,209,1.08,15,12,8,12,0.96,3.8,432,0,0,0,0,2,1,3,2,2,1,1,1,1,,,,3.8,,,,0,,,,0,,,,0,
mwmtx1,texas,3/1/24,11,ethanol,female,no,290,267,254,249,1.5,13,8,9,12,1.8,3,387.4,0,1,1,3,2,2,3,2,1,1,2,0,3,,,,3,,,,3,,,,0,,,,0,
mwmtx1,texas,3/1/24,12,ethanol,female,no,226,215,207,199,1.25,15,10,9,11,1,3,320.8,0,0,0,1,2,2,2,1,3,2,2,0,3,,,,0,,,,1,,,,0,,,,1,
mwmtx1,texas,3/1/24,13,ethanol,female,no,279,262,252,244,1.42,13,11,8,11,1.6,3,392.5,0,1,1,1,2,1,2,3,2,2,1,1,0,,,,1,,,,3,,,,1,,,,3,
mwmtx1,texas,3/1/24,14,ethanol,female,no,274,256,243,240,1.33,14,8,10,12,1.8,3,344.6,0,0,1,3,3,1,2,2,1,1,2,0,3,,,,3,,,,0,,,,3,,,,0,
mwmtx1,texas,3/1/24,15,ethanol,female,no,277,260,248,238,1.67,15,9,7,9,0.2,1,371,0,0,0,2,2,2,2,3,3,2,3,1,1,,,,0,,,,0,,,,0,,,,0,
mwmtx1,texas,3/1/24,16,ethanol,female,no,239,218,206,204,1.33,14,10,10,10,0.2,1,369.4,0,0,1,2,3,0,2,2,1,2,1,2,1,,,,0,,,,0,,,,0,,,,0,
mwmtx1,texas,3/1/24,17,ethanol,female,no,268,260,254,248,1.42,15,10,9,9,0.48,2.4,342,0,0,0,2,1,2,2,2,2,2,2,2,0,,,,0,,,,0,,,,2.4,,,,0,
mwmtx1,texas,3/1/24,18,ethanol,female,no,235,216,203,198,1.25,15,9,10,11,0.84,2.2,377.8,0,0,0,1,3,2,2,2,1,1,1,2,1,,,,0,,,,1,,,,2.2,,,,0,
mwmtx1,texas,3/1/24,19,ethanol,female,no,226,212,204,202,1.25,14,12,8,11,0.8,3,421.2,0,0,1,1,1,1,3,2,2,1,2,1,0,,,,3,,,,0,,,,1,,,,0,
mwmtx1,texas,3/1/24,20,ethanol,female,no,266,250,234,234,1.5,14,7,8,13,0.4,1,408.2,0,0,1,5,2,1,3,2,2,1,1,0,0,,,,0,,,,1,,,,1,,,,0,
mwmtx1,texas,3/1/24,21,control,female,yes,256,250,239,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,22,control,female,no,233,214,209,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,23,control,female,no,266,248,240,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,24,control,female,no,224,211,208,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,25,control,female,no,275,236,234,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,26,control,female,no,257,261,255,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,27,control,female,no,238,230,220,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mwmtx1,texas,3/1/24,28,control,female,no,263,250,242,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
